,year,month,day,hour,1hrfm,10hrfm,100hrfm,1000hrfm,precip,time,modis,viirs
1148,2021,2,17,14,0.586626,0.213559,0.121637,0.027574,0.1524000000000001,2021-2-17-14,0,0
1172,2021,2,18,14,0.595613,0.195619,0.121195,0.027617,0.0507999999999981,2021-2-18-14,0,0
1196,2021,2,19,14,0.598171,0.225518,0.121456,0.027666,0.0762,2021-2-19-14,0,0
1220,2021,2,20,14,0.162637,0.192389,0.121764,0.027162,0.0,2021-2-20-14,0,0
1244,2021,2,21,14,0.156899,0.156612,0.122546,0.027808,0.0,2021-2-21-14,0,0
1268,2021,2,22,14,0.125682,0.136423,0.123069,0.027932,0.0,2021-2-22-14,0,0
1292,2021,2,23,14,0.227581,0.262724,0.123465,0.02723,0.0,2021-2-23-14,0,0
1316,2021,2,24,14,0.214563,0.208382,0.124385,0.02725,0.0,2021-2-24-14,0,0
1340,2021,2,25,14,0.130559,0.152396,0.124227,0.027271,0.0,2021-2-25-14,0,0
1364,2021,2,26,14,0.320848,0.201649,0.125042,0.028221,0.0,2021-2-26-14,0,0
1388,2021,2,27,14,0.583727,0.218581,0.125297,0.028312,0.1524000000000001,2021-2-27-14,0,0
1412,2021,2,28,14,0.490186,0.210803,0.125311,0.028396,0.0253999999999962,2021-2-28-14,0,0
1436,2021,3,1,14,0.127089,0.167503,0.125348,0.02738,0.0,2021-3-1-14,0,0
1460,2021,3,2,14,0.129632,0.152338,0.124243,0.027423,0.0,2021-3-2-14,0,0
1484,2021,3,3,14,0.115925,0.145175,0.122953,0.02747,0.0,2021-3-3-14,0,0
1508,2021,3,4,14,0.118108,0.138549,0.121604,0.027523,0.0,2021-3-4-14,0,0
1532,2021,3,5,14,0.114644,0.133334,0.120252,0.027579,0.0,2021-3-5-14,0,0
1556,2021,3,6,14,0.142256,0.130087,0.118735,0.029415,0.0,2021-3-6-14,0,0
1580,2021,3,7,14,0.126698,0.134466,0.117339,0.027734,0.0,2021-3-7-14,0,0
1604,2021,3,8,14,0.159767,0.131602,0.115952,0.029904,0.0,2021-3-8-14,0,0
1628,2021,3,9,14,0.277189,0.292274,0.116928,0.030056,0.0,2021-3-9-14,0,1
1652,2021,3,10,14,0.163516,0.190759,0.116902,0.027945,0.0,2021-3-10-14,0,0
1676,2021,3,11,14,0.122145,0.154617,0.117127,0.028021,0.0,2021-3-11-14,0,0
1700,2021,3,12,14,0.111329,0.136681,0.117306,0.028109,0.0,2021-3-12-14,0,0
1724,2021,3,13,14,0.11219,0.132306,0.11668,0.028208,0.0,2021-3-13-14,0,0
1747,2021,3,14,14,0.117447,0.134352,0.115356,0.028327,0.0,2021-3-14-14,0,2
1771,2021,3,15,14,0.128171,0.129748,0.113874,0.028473,0.0,2021-3-15-14,0,0
1795,2021,3,16,14,0.111163,0.122991,0.112035,0.028643,0.0,2021-3-16-14,0,2
1819,2021,3,17,14,0.126859,0.130577,0.110422,0.028828,0.0,2021-3-17-14,1,3
1843,2021,3,18,14,0.109916,0.127755,0.10882,0.029017,0.0,2021-3-18-14,1,5
1867,2021,3,19,14,0.174354,0.163323,0.107125,0.033792,0.0,2021-3-19-14,0,0
1890,2021,3,20,14,0.145755,0.163774,0.106405,0.034249,0.0,2021-3-20-14,0,0
1914,2021,3,21,14,0.152762,0.144368,0.105967,0.029673,0.0,2021-3-21-14,0,0
1938,2021,3,22,14,0.14286,0.136796,0.10524,0.035164,0.0,2021-3-22-14,0,0
1962,2021,3,23,14,0.152229,0.134247,0.104427,0.030111,0.0,2021-3-23-14,0,0
1986,2021,3,24,14,0.129291,0.127108,0.103493,0.036084,0.0,2021-3-24-14,0,0
2010,2021,3,25,14,0.181332,0.21102,0.103595,0.030521,0.0,2021-3-25-14,0,0
2034,2021,3,26,14,0.136821,0.166137,0.103094,0.03075,0.0,2021-3-26-14,0,0
2058,2021,3,27,14,0.111509,0.134469,0.102719,0.031025,0.0,2021-3-27-14,0,0
2082,2021,3,28,14,0.091602,0.124553,0.102055,0.031392,0.0,2021-3-28-14,0,0
2106,2021,3,29,14,0.498367,0.193905,0.102078,0.031725,0.0254000000000019,2021-3-29-14,0,0
2130,2021,3,30,14,0.151867,0.156066,0.101453,0.031941,0.0,2021-3-30-14,0,0
2154,2021,3,31,14,0.103206,0.133311,0.101099,0.032186,0.0,2021-3-31-14,0,0
2178,2021,4,1,14,0.099307,0.123033,0.100545,0.032524,0.0,2021-4-1-14,0,4
2202,2021,4,2,14,0.079834,0.108143,0.098827,0.033063,0.0,2021-4-2-14,2,1
2226,2021,4,3,14,0.094058,0.105349,0.09684,0.033631,0.0,2021-4-3-14,0,2
2250,2021,4,4,14,0.091649,0.10371,0.094546,0.034269,0.0,2021-4-4-14,1,6
2274,2021,4,5,14,0.382595,0.291789,0.095007,0.043513,0.0,2021-4-5-14,0,0
2298,2021,4,6,14,0.118417,0.172149,0.095046,0.035131,0.0,2021-4-6-14,2,9
2322,2021,4,7,14,0.09831,0.132507,0.098319,0.035615,0.0,2021-4-7-14,9,8
2346,2021,4,8,14,0.228073,0.13431,0.099497,0.036286,0.0,2021-4-8-14,0,0
2370,2021,4,9,14,0.105782,0.131559,0.099619,0.036648,0.0,2021-4-9-14,0,1
2394,2021,4,10,14,0.382135,0.160896,0.099517,0.046457,0.0,2021-4-10-14,0,0
2418,2021,4,11,14,0.114785,0.145488,0.098843,0.037473,0.0,2021-4-11-14,0,0
2442,2021,4,12,14,0.129729,0.135551,0.09802,0.037804,0.0,2021-4-12-14,0,0
2466,2021,4,13,14,0.087732,0.110615,0.0971,0.038134,0.0,2021-4-13-14,0,0
2490,2021,4,14,14,0.120382,0.103013,0.096037,0.038535,0.0,2021-4-14-14,0,0
2514,2021,4,15,14,0.114368,0.111327,0.094687,0.0484,0.0,2021-4-15-14,1,1
2538,2021,4,16,14,0.091537,0.116367,0.092991,0.039503,0.0,2021-4-16-14,4,7
2562,2021,4,17,14,0.086434,0.107617,0.091286,0.040102,0.0,2021-4-17-14,7,24
2586,2021,4,18,14,0.097339,0.106772,0.089498,0.0502,0.0,2021-4-18-14,15,21
2610,2021,4,19,14,0.179742,0.219923,0.089128,0.041405,0.0,2021-4-19-14,0,0
2634,2021,4,20,14,0.102096,0.148773,0.087385,0.041779,0.0,2021-4-20-14,0,0
2658,2021,4,21,14,0.09449,0.121556,0.087296,0.042239,0.0,2021-4-21-14,1,0
2682,2021,4,22,14,0.507779,0.116934,0.087291,0.052015,0.0507999999999981,2021-4-22-14,0,0
2706,2021,4,23,14,0.147716,0.181456,0.087296,0.043183,0.0,2021-4-23-14,0,0
2730,2021,4,24,14,0.135066,0.154196,0.087109,0.052701,0.0,2021-4-24-14,0,0
2754,2021,4,25,14,0.172879,0.246233,0.086954,0.053023,0.0,2021-4-25-14,0,0
2778,2021,4,26,14,0.143263,0.188712,0.087989,0.053341,0.0,2021-4-26-14,0,0
2802,2021,4,27,14,0.116717,0.137159,0.089014,0.044886,0.0,2021-4-27-14,0,0
2826,2021,4,28,14,0.086242,0.11681,0.09011,0.045425,0.0,2021-4-28-14,0,0
2850,2021,4,29,14,0.082507,0.10591,0.0898,0.046207,0.0,2021-4-29-14,5,3
2874,2021,4,30,14,0.082617,0.110915,0.086596,0.047125,0.0,2021-4-30-14,1,2
2898,2021,5,1,14,0.106447,0.110245,0.08368,0.055972,0.0,2021-5-1-14,0,0
2922,2021,5,2,14,0.335798,0.126828,0.08232,0.048558,0.0,2021-5-2-14,0,0
2946,2021,5,3,14,0.119723,0.139919,0.081628,0.048944,0.0,2021-5-3-14,0,0
2970,2021,5,4,14,0.126987,0.174852,0.081801,0.049457,0.0,2021-5-4-14,1,0
2994,2021,5,5,14,0.088102,0.128877,0.081127,0.049951,0.0,2021-5-5-14,1,7
3018,2021,5,6,14,0.06994,0.102222,0.080427,0.050565,0.0,2021-5-6-14,4,11
3042,2021,5,7,14,0.128949,0.100325,0.079207,0.058243,0.0,2021-5-7-14,0,0
3066,2021,5,8,14,0.115891,0.119117,0.07755,0.051786,0.0,2021-5-8-14,0,0
3090,2021,5,9,14,0.111214,0.116938,0.077305,0.052083,0.0,2021-5-9-14,0,0
3114,2021,5,10,14,0.099142,0.128377,0.077167,0.052395,0.0,2021-5-10-14,0,0
3138,2021,5,11,14,0.08873,0.114521,0.076977,0.052816,0.0,2021-5-11-14,0,0
3162,2021,5,12,14,0.088961,0.116787,0.076469,0.053241,0.0,2021-5-12-14,0,0
3186,2021,5,13,14,0.083183,0.101563,0.075477,0.053791,0.0,2021-5-13-14,3,6
3210,2021,5,14,14,0.078908,0.098211,0.073799,0.054307,0.0,2021-5-14-14,0,3
3234,2021,5,15,14,0.081623,0.100747,0.071714,0.054857,0.0,2021-5-15-14,0,10
3258,2021,5,16,14,0.0714,0.092168,0.069733,0.05539,0.0,2021-5-16-14,0,0
3282,2021,5,17,14,0.066881,0.091313,0.067591,0.055932,0.0,2021-5-17-14,4,8
3304,2021,5,18,14,0.117651,0.093043,0.065312,0.060992,0.0,2021-5-18-14,1,4
3328,2021,5,19,14,0.117585,0.102675,0.065706,0.061088,0.0,2021-5-19-14,0,0
3351,2021,5,20,14,0.301781,0.39761,0.067373,0.061146,0.0,2021-5-20-14,0,0
3375,2021,5,21,14,0.145602,0.178289,0.085371,0.061203,0.0,2021-5-21-14,0,0
3399,2021,5,22,14,0.106843,0.133665,0.10884,0.057135,0.0,2021-5-22-14,0,0
3423,2021,5,23,14,0.599956,0.473326,0.11902,0.061345,0.177800000000002,2021-5-23-14,0,0
3447,2021,5,24,14,0.145243,0.307118,0.219102,0.061395,0.0,2021-5-24-14,0,0
3471,2021,5,25,14,0.098872,0.132916,0.234373,0.057608,0.0,2021-5-25-14,0,0
3495,2021,5,26,14,0.356455,0.558696,0.232109,0.068844,0.0,2021-5-26-14,0,3
3519,2021,5,27,14,0.110885,0.179994,0.309412,0.087521,0.0,2021-5-27-14,0,1
3543,2021,5,28,14,0.120264,0.200136,0.229892,0.082929,0.0,2021-5-28-14,0,0
3567,2021,5,29,14,0.089831,0.128828,0.197907,0.122439,0.0,2021-5-29-14,0,0
3591,2021,5,30,14,0.085268,0.112196,0.176957,0.169575,0.0,2021-5-30-14,0,1
3615,2021,5,31,14,0.080928,0.104716,0.156818,0.19731,0.0,2021-5-31-14,0,0
3639,2021,6,1,14,0.084551,0.10978,0.136969,0.211251,0.0,2021-6-1-14,0,0
3663,2021,6,2,14,0.079564,0.108796,0.118918,0.207338,0.0,2021-6-2-14,0,0
3687,2021,6,3,14,0.07305,0.11368,0.104146,0.210904,0.0,2021-6-3-14,0,0
3711,2021,6,4,14,0.098752,0.142281,0.096815,0.214308,0.0,2021-6-4-14,0,0
3735,2021,6,5,14,0.063194,0.094077,0.089816,0.208586,0.0,2021-6-5-14,0,1
3759,2021,6,6,14,0.098093,0.099055,0.085861,0.203983,0.0,2021-6-6-14,0,0
3783,2021,6,7,14,0.082572,0.109048,0.083483,0.201197,0.0,2021-6-7-14,0,0
3807,2021,6,8,14,0.088002,0.091313,0.080976,0.197574,0.0,2021-6-8-14,0,0
3831,2021,6,9,14,0.167117,0.149256,0.079493,0.19453,0.0,2021-6-9-14,0,0
3855,2021,6,10,14,0.599846,0.524817,0.081454,0.197361,0.2794,2021-6-10-14,0,0
3879,2021,6,11,14,0.10849,0.166523,0.162563,0.195844,0.0,2021-6-11-14,0,0
3903,2021,6,12,14,0.171831,0.211884,0.165792,0.193871,0.0,2021-6-12-14,0,0
3927,2021,6,13,14,0.09071,0.130618,0.148043,0.19162,0.0,2021-6-13-14,0,0
3951,2021,6,14,14,0.080317,0.098469,0.121599,0.190193,0.0,2021-6-14-14,0,0
3975,2021,6,15,14,0.097932,0.127046,0.10527,0.185628,0.0,2021-6-15-14,0,0
3999,2021,6,16,14,0.085867,0.100468,0.096873,0.18171,0.0,2021-6-16-14,0,1
4023,2021,6,17,14,0.085625,0.109988,0.091153,0.178328,0.0,2021-6-17-14,0,2
4047,2021,6,18,14,0.076593,0.094192,0.084988,0.174618,0.0,2021-6-18-14,0,2
4071,2021,6,19,14,0.075952,0.094827,0.078841,0.170795,0.0,2021-6-19-14,1,0
4095,2021,6,20,14,0.230049,0.318474,0.078734,0.167984,0.0,2021-6-20-14,0,0
4119,2021,6,21,14,0.098979,0.139912,0.077274,0.165581,0.0,2021-6-21-14,1,0
4143,2021,6,22,14,0.074735,0.109524,0.074842,0.162063,0.0,2021-6-22-14,0,0
4167,2021,6,23,14,0.126035,0.100233,0.06993,0.158074,0.0,2021-6-23-14,0,0
4191,2021,6,24,14,0.092153,0.123366,0.067967,0.155581,0.0,2021-6-24-14,0,0
4215,2021,6,25,14,0.092582,0.123007,0.066263,0.15249,0.0,2021-6-25-14,0,0
4239,2021,6,26,14,0.087877,0.114394,0.064205,0.149405,0.0,2021-6-26-14,0,1
4263,2021,6,27,14,0.079822,0.108875,0.061859,0.146079,0.0,2021-6-27-14,0,1
4310,2021,6,29,14,0.061362,0.096945,0.055547,0.138552,0.0,2021-6-29-14,0,0
4334,2021,6,30,14,0.050409,0.06778,0.051492,0.134306,0.0,2021-6-30-14,0,0
4358,2021,7,1,14,0.05706,0.07308,0.047184,0.130482,0.0,2021-7-1-14,0,0
4382,2021,7,2,14,0.083645,0.146904,0.048123,0.128195,0.0,2021-7-2-14,0,0
4406,2021,7,3,14,0.06192,0.097499,0.047401,0.125515,0.0,2021-7-3-14,0,0
4430,2021,7,4,14,0.054067,0.07158,0.046579,0.122885,0.0,2021-7-4-14,0,0
4454,2021,7,5,14,0.066323,0.074151,0.044054,0.120361,0.0,2021-7-5-14,0,0
4478,2021,7,6,14,0.055099,0.07403,0.042202,0.118103,0.0,2021-7-6-14,0,0
4502,2021,7,7,14,0.593476,0.086349,0.041677,0.11599,0.0253999999999997,2021-7-7-14,0,0
4526,2021,7,8,14,0.055045,0.088655,0.040546,0.114244,0.0,2021-7-8-14,12,35
4550,2021,7,9,14,0.059535,0.080003,0.039667,0.112427,0.0,2021-7-9-14,13,39
4574,2021,7,10,14,0.071149,0.085114,0.03893,0.1108,0.0,2021-7-10-14,27,61
4598,2021,7,11,14,0.059015,0.074953,0.038003,0.10909,0.0,2021-7-11-14,47,173
4622,2021,7,12,14,0.069468,0.081147,0.037042,0.10749,0.0,2021-7-12-14,40,176
4646,2021,7,13,14,0.05804,0.073731,0.036003,0.105812,0.0,2021-7-13-14,11,41
4670,2021,7,14,14,0.064105,0.087465,0.035972,0.10435,0.0,2021-7-14-14,24,80
4694,2021,7,15,14,0.079182,0.094376,0.035921,0.102821,0.0,2021-7-15-14,36,157
4718,2021,7,16,14,0.07486,0.091222,0.03584,0.101485,0.0,2021-7-16-14,54,235
4742,2021,7,17,14,0.079568,0.092768,0.036263,0.100285,0.0,2021-7-17-14,42,141
4766,2021,7,18,14,0.078003,0.09644,0.037114,0.099132,0.0,2021-7-18-14,32,170
4790,2021,7,19,14,0.096668,0.100334,0.038814,0.097772,0.0,2021-7-19-14,24,63
4814,2021,7,20,14,0.085165,0.11159,0.040139,0.096913,0.0,2021-7-20-14,0,14
4838,2021,7,21,14,0.1055,0.178691,0.042831,0.096245,0.0,2021-7-21-14,17,73
4854,2021,7,23,14,0.061181,0.092299,0.048545,0.094726,0.0,2021-7-23-14,48,255
4878,2021,7,24,14,0.06454,0.087395,0.05002,0.093945,0.0,2021-7-24-14,65,290
4902,2021,7,25,14,0.067858,0.086861,0.050962,0.093119,0.0,2021-7-25-14,50,330
4926,2021,7,26,14,0.061066,0.078163,0.050067,0.092278,0.0,2021-7-26-14,116,410
4950,2021,7,27,14,0.065151,0.084353,0.048192,0.091417,0.0,2021-7-27-14,13,187
4974,2021,7,28,14,0.07283,0.093227,0.047786,0.090486,0.0,2021-7-28-14,25,153
4998,2021,7,29,14,0.075496,0.102616,0.047957,0.089676,0.0,2021-7-29-14,8,52
5022,2021,7,30,14,0.06576,0.088459,0.047916,0.088755,0.0,2021-7-30-14,95,328
5046,2021,7,31,14,0.057469,0.076071,0.047006,0.087676,0.0,2021-7-31-14,167,622
