,year,month,day,hour,1hrfm,10hrfm,100hrfm,1000hrfm,precip,time,modis,viirs
500,2021,1,21,14,0.169693,0.133506,0.107131,0.038019,0.0,2021-1-21-14,0,0
524,2021,1,22,14,0.254794,0.176733,0.106916,0.037962,0.0,2021-1-22-14,0,0
548,2021,1,23,14,0.178282,0.148839,0.105113,0.037508,0.0,2021-1-23-14,0,0
572,2021,1,24,14,0.175601,0.125716,0.099757,0.033821,0.0,2021-1-24-14,0,0
596,2021,1,25,14,0.158922,0.121132,0.099063,0.035257,0.0,2021-1-25-14,0,0
620,2021,1,26,14,0.153245,0.113928,0.098041,0.033865,0.0,2021-1-26-14,0,0
644,2021,1,27,14,0.16562,0.107252,0.096903,0.033985,0.0,2021-1-27-14,0,0
668,2021,1,28,14,0.159968,0.121228,0.100981,0.038207,0.0,2021-1-28-14,0,0
692,2021,1,29,14,0.382704,0.224252,0.108553,0.040105,0.0,2021-1-29-14,0,0
716,2021,1,30,14,0.165691,0.170953,0.106797,0.039912,0.0,2021-1-30-14,0,0
740,2021,1,31,14,0.123068,0.138063,0.099214,0.038399,0.0,2021-1-31-14,0,0
764,2021,2,1,14,0.137084,0.127081,0.103703,0.040067,0.0,2021-2-1-14,0,0
788,2021,2,2,14,0.589763,0.272418,0.117088,0.046108,0.1269999999999981,2021-2-2-14,0,0
812,2021,2,3,14,0.54341,0.254997,0.118223,0.043454,0.0254000000000019,2021-2-3-14,0,0
836,2021,2,4,14,0.51133,0.217746,0.117707,0.043773,0.0254000000000019,2021-2-4-14,0,0
860,2021,2,5,14,0.358189,0.282536,0.118331,0.042027,0.0,2021-2-5-14,0,0
884,2021,2,6,14,0.392872,0.2768,0.1263,0.044198,0.0,2021-2-6-14,0,0
908,2021,2,7,14,0.178582,0.194676,0.126861,0.041024,0.0,2021-2-7-14,0,0
932,2021,2,8,14,0.196184,0.155058,0.123649,0.044332,0.0,2021-2-8-14,0,0
956,2021,2,9,14,0.196443,0.145766,0.120222,0.044446,0.0,2021-2-9-14,0,0
980,2021,2,10,14,0.5671,0.225596,0.121973,0.047462,0.1016000000000019,2021-2-10-14,0,0
1004,2021,2,11,14,0.152197,0.164966,0.11128,0.040084,0.0,2021-2-11-14,0,0
1028,2021,2,12,14,0.118248,0.153312,0.110894,0.040311,0.0,2021-2-12-14,0,0
1052,2021,2,13,14,0.136359,0.141942,0.10974,0.039793,0.0,2021-2-13-14,0,0
1076,2021,2,14,14,0.143728,0.130762,0.10905,0.039855,0.0,2021-2-14-14,0,0
1100,2021,2,15,14,0.188386,0.12392,0.110981,0.043642,0.0,2021-2-15-14,0,0
1124,2021,2,16,14,0.529336,0.177672,0.118391,0.046436,0.0254000000000019,2021-2-16-14,0,0
1148,2021,2,17,14,0.59151,0.255653,0.124777,0.050153,0.1524000000000001,2021-2-17-14,0,0
1172,2021,2,18,14,0.597214,0.196275,0.117131,0.044341,0.0507999999999981,2021-2-18-14,0,0
1196,2021,2,19,14,0.598839,0.25575,0.125123,0.050724,0.0762,2021-2-19-14,0,0
1220,2021,2,20,14,0.15872,0.165349,0.114718,0.040753,0.0,2021-2-20-14,0,0
1244,2021,2,21,14,0.151637,0.141021,0.117815,0.045938,0.0,2021-2-21-14,0,0
1268,2021,2,22,14,0.126023,0.12402,0.114899,0.045638,0.0,2021-2-22-14,0,0
1292,2021,2,23,14,0.212735,0.224218,0.117394,0.04248,0.0,2021-2-23-14,0,0
1316,2021,2,24,14,0.198894,0.182842,0.115664,0.042681,0.0,2021-2-24-14,0,0
1340,2021,2,25,14,0.129485,0.134666,0.113147,0.042909,0.0,2021-2-25-14,0,0
1364,2021,2,26,14,0.298741,0.213309,0.120529,0.049842,0.0,2021-2-26-14,0,0
1388,2021,2,27,14,0.589674,0.304849,0.135558,0.058534,0.1524000000000001,2021-2-27-14,0,0
1412,2021,2,28,14,0.53027,0.214589,0.122431,0.051155,0.0253999999999962,2021-2-28-14,0,0
1436,2021,3,1,14,0.122387,0.14658,0.111999,0.043831,0.0,2021-3-1-14,0,0
1460,2021,3,2,14,0.125425,0.133583,0.112277,0.04415,0.0,2021-3-2-14,0,0
1484,2021,3,3,14,0.109995,0.126941,0.109766,0.044327,0.0,2021-3-3-14,0,0
1508,2021,3,4,14,0.112061,0.1226,0.108482,0.044586,0.0,2021-3-4-14,0,0
1532,2021,3,5,14,0.10845,0.116077,0.107167,0.04483,0.0,2021-3-5-14,0,0
1556,2021,3,6,14,0.139571,0.123822,0.113252,0.052356,0.0,2021-3-6-14,0,0
1580,2021,3,7,14,0.122089,0.118957,0.105851,0.045638,0.0,2021-3-7-14,0,0
1604,2021,3,8,14,0.158035,0.126036,0.109922,0.052779,0.0,2021-3-8-14,0,0
1628,2021,3,9,14,0.259817,0.264497,0.114514,0.049732,0.0,2021-3-9-14,0,1
1652,2021,3,10,14,0.152933,0.169672,0.107982,0.046659,0.0,2021-3-10-14,0,0
1676,2021,3,11,14,0.116297,0.136174,0.106735,0.046865,0.0,2021-3-11-14,0,0
1700,2021,3,12,14,0.106215,0.12054,0.105216,0.047024,0.0,2021-3-12-14,0,0
1724,2021,3,13,14,0.107201,0.117026,0.103902,0.047177,0.0,2021-3-13-14,0,0
1747,2021,3,14,14,0.109084,0.118786,0.102858,0.047376,0.0,2021-3-14-14,0,2
1771,2021,3,15,14,0.122702,0.113825,0.101079,0.047559,0.0,2021-3-15-14,0,0
1795,2021,3,16,14,0.105704,0.106642,0.099645,0.047768,0.0,2021-3-16-14,0,2
1819,2021,3,17,14,0.120734,0.113987,0.098268,0.048022,0.0,2021-3-17-14,1,3
1843,2021,3,18,14,0.104163,0.111743,0.096896,0.048185,0.0,2021-3-18-14,1,5
1867,2021,3,19,14,0.171003,0.151716,0.104807,0.055827,0.0,2021-3-19-14,0,0
1890,2021,3,20,14,0.140572,0.142639,0.097887,0.054958,0.0,2021-3-20-14,0,0
1914,2021,3,21,14,0.144039,0.128499,0.095245,0.049481,0.0,2021-3-21-14,0,0
1938,2021,3,22,14,0.138137,0.123348,0.097728,0.052297,0.0,2021-3-22-14,0,0
1962,2021,3,23,14,0.145881,0.117981,0.092991,0.049562,0.0,2021-3-23-14,0,0
1986,2021,3,24,14,0.126507,0.115508,0.095616,0.056016,0.0,2021-3-24-14,0,0
2010,2021,3,25,14,0.173397,0.182945,0.094586,0.050166,0.0,2021-3-25-14,0,0
2034,2021,3,26,14,0.129528,0.141365,0.093786,0.050314,0.0,2021-3-26-14,0,0
2058,2021,3,27,14,0.106632,0.115242,0.092731,0.050342,0.0,2021-3-27-14,0,0
2082,2021,3,28,14,0.0843,0.106334,0.090833,0.050561,0.0,2021-3-28-14,0,0
2106,2021,3,29,14,0.535405,0.187306,0.095717,0.052716,0.0254000000000019,2021-3-29-14,0,0
2130,2021,3,30,14,0.138715,0.138826,0.092215,0.051239,0.0,2021-3-30-14,0,0
2154,2021,3,31,14,0.096593,0.117083,0.091014,0.051157,0.0,2021-3-31-14,0,0
2178,2021,4,1,14,0.092156,0.107499,0.089795,0.05115,0.0,2021-4-1-14,0,4
2202,2021,4,2,14,0.073932,0.092648,0.087405,0.051291,0.0,2021-4-2-14,2,1
2226,2021,4,3,14,0.089378,0.091002,0.08524,0.051414,0.0,2021-4-3-14,0,2
2250,2021,4,4,14,0.084166,0.089508,0.082956,0.051486,0.0,2021-4-4-14,1,6
2274,2021,4,5,14,0.35334,0.292029,0.098549,0.057674,0.0,2021-4-5-14,0,0
2298,2021,4,6,14,0.112958,0.150162,0.093283,0.052735,0.0,2021-4-6-14,2,9
2322,2021,4,7,14,0.092462,0.114101,0.092267,0.052829,0.0,2021-4-7-14,9,8
2346,2021,4,8,14,0.210837,0.130354,0.091121,0.053117,0.0,2021-4-8-14,0,0
2370,2021,4,9,14,0.098766,0.116061,0.090045,0.053196,0.0,2021-4-9-14,0,1
2394,2021,4,10,14,0.350927,0.17459,0.09682,0.060475,0.0,2021-4-10-14,0,0
2418,2021,4,11,14,0.10845,0.127691,0.087788,0.053711,0.0,2021-4-11-14,0,0
2442,2021,4,12,14,0.123738,0.119142,0.087399,0.054005,0.0,2021-4-12-14,0,0
2466,2021,4,13,14,0.080194,0.096783,0.085517,0.053583,0.0,2021-4-13-14,0,0
2490,2021,4,14,14,0.116945,0.096325,0.087286,0.056435,0.0,2021-4-14-14,0,0
2514,2021,4,15,14,0.112526,0.102954,0.089371,0.059969,0.0,2021-4-15-14,1,1
2538,2021,4,16,14,0.08501,0.101886,0.081786,0.053712,0.0,2021-4-16-14,4,7
2562,2021,4,17,14,0.080779,0.094492,0.080409,0.053764,0.0,2021-4-17-14,7,24
2586,2021,4,18,14,0.092951,0.093745,0.079527,0.060134,0.0,2021-4-18-14,15,21
2610,2021,4,19,14,0.16525,0.187164,0.080164,0.054175,0.0,2021-4-19-14,0,0
2634,2021,4,20,14,0.095247,0.131048,0.079428,0.054209,0.0,2021-4-20-14,0,0
2658,2021,4,21,14,0.088526,0.106559,0.078291,0.054217,0.0,2021-4-21-14,1,0
2682,2021,4,22,14,0.541318,0.167206,0.086157,0.061229,0.0507999999999981,2021-4-22-14,0,0
2706,2021,4,23,14,0.14202,0.156857,0.079474,0.054772,0.0,2021-4-23-14,0,0
2730,2021,4,24,14,0.131862,0.138147,0.084716,0.05965,0.0,2021-4-24-14,0,0
2754,2021,4,25,14,0.170213,0.218214,0.091964,0.062149,0.0,2021-4-25-14,0,0
2778,2021,4,26,14,0.138271,0.165063,0.088894,0.062364,0.0,2021-4-26-14,0,0
2802,2021,4,27,14,0.112473,0.11942,0.08386,0.055892,0.0,2021-4-27-14,0,0
2826,2021,4,28,14,0.081777,0.101189,0.08147,0.055716,0.0,2021-4-28-14,0,0
2850,2021,4,29,14,0.080135,0.093733,0.081623,0.058608,0.0,2021-4-29-14,5,3
2874,2021,4,30,14,0.07771,0.096093,0.074944,0.055546,0.0,2021-4-30-14,1,2
2898,2021,5,1,14,0.106969,0.105502,0.080575,0.062379,0.0,2021-5-1-14,0,0
2922,2021,5,2,14,0.313166,0.132682,0.076832,0.059017,0.0,2021-5-2-14,0,0
2946,2021,5,3,14,0.113382,0.120953,0.073589,0.056006,0.0,2021-5-3-14,0,0
2970,2021,5,4,14,0.123125,0.154392,0.078221,0.059783,0.0,2021-5-4-14,1,0
2994,2021,5,5,14,0.084467,0.11298,0.072989,0.056318,0.0,2021-5-5-14,1,7
3018,2021,5,6,14,0.065782,0.087242,0.071292,0.056258,0.0,2021-5-6-14,4,11
3042,2021,5,7,14,0.13674,0.104723,0.077289,0.063637,0.0,2021-5-7-14,0,0
3066,2021,5,8,14,0.11177,0.101949,0.070427,0.056776,0.0,2021-5-8-14,0,0
3090,2021,5,9,14,0.109486,0.103457,0.071693,0.056843,0.0,2021-5-9-14,0,0
3114,2021,5,10,14,0.094767,0.112388,0.07004,0.056729,0.0,2021-5-10-14,0,0
3138,2021,5,11,14,0.084355,0.098839,0.069148,0.056742,0.0,2021-5-11-14,0,0
3162,2021,5,12,14,0.084323,0.099734,0.068533,0.056816,0.0,2021-5-12-14,0,0
3186,2021,5,13,14,0.080809,0.089722,0.069112,0.059287,0.0,2021-5-13-14,3,6
3210,2021,5,14,14,0.074927,0.083302,0.063959,0.056568,0.0,2021-5-14-14,0,3
3234,2021,5,15,14,0.077384,0.085929,0.062178,0.056466,0.0,2021-5-15-14,0,10
3258,2021,5,16,14,0.067658,0.07847,0.060417,0.056377,0.0,2021-5-16-14,0,0
3282,2021,5,17,14,0.064059,0.078374,0.058444,0.056256,0.0,2021-5-17-14,4,8
3304,2021,5,18,14,0.117454,0.095485,0.063245,0.062549,0.0,2021-5-18-14,1,4
3328,2021,5,19,14,0.11714,0.102441,0.064147,0.062742,0.0,2021-5-19-14,0,0
3351,2021,5,20,14,0.289182,0.349282,0.116159,0.068579,0.0,2021-5-20-14,0,0
3375,2021,5,21,14,0.143003,0.159782,0.113489,0.0672,0.0,2021-5-21-14,0,0
3399,2021,5,22,14,0.10404,0.115799,0.107091,0.060727,0.0,2021-5-22-14,0,0
3423,2021,5,23,14,0.599972,0.51966,0.179126,0.093643,0.177800000000002,2021-5-23-14,0,0
3447,2021,5,24,14,0.14275,0.269122,0.26964,0.141729,0.0,2021-5-24-14,0,0
3471,2021,5,25,14,0.096751,0.117331,0.20169,0.124753,0.0,2021-5-25-14,0,0
3495,2021,5,26,14,0.336782,0.487657,0.344274,0.202346,0.0,2021-5-26-14,0,3
3519,2021,5,27,14,0.107107,0.16106,0.258556,0.234437,0.0,2021-5-27-14,0,1
3543,2021,5,28,14,0.116181,0.175748,0.198156,0.206665,0.0,2021-5-28-14,0,0
3567,2021,5,29,14,0.08562,0.112083,0.171718,0.201101,0.0,2021-5-29-14,0,0
3591,2021,5,30,14,0.080006,0.095019,0.15386,0.203212,0.0,2021-5-30-14,0,1
3615,2021,5,31,14,0.078179,0.091426,0.134841,0.204615,0.0,2021-5-31-14,0,0
3639,2021,6,1,14,0.081695,0.097267,0.118077,0.203986,0.0,2021-6-1-14,0,0
3663,2021,6,2,14,0.077328,0.097436,0.103003,0.199447,0.0,2021-6-2-14,0,0
3687,2021,6,3,14,0.070567,0.101962,0.090548,0.191473,0.0,2021-6-3-14,0,0
3711,2021,6,4,14,0.096686,0.130579,0.087285,0.186515,0.0,2021-6-4-14,0,0
3735,2021,6,5,14,0.061333,0.08057,0.076914,0.176211,0.0,2021-6-5-14,0,1
3759,2021,6,6,14,0.096633,0.089445,0.0774,0.176806,0.0,2021-6-6-14,0,0
3783,2021,6,7,14,0.080226,0.096034,0.072721,0.170916,0.0,2021-6-7-14,0,0
3807,2021,6,8,14,0.086158,0.079889,0.070148,0.167625,0.0,2021-6-8-14,0,0
3831,2021,6,9,14,0.163558,0.143996,0.07707,0.171973,0.0,2021-6-9-14,0,0
3855,2021,6,10,14,0.599902,0.552201,0.169973,0.20473,0.2794,2021-6-10-14,0,0
3879,2021,6,11,14,0.104829,0.146184,0.156161,0.178274,0.0,2021-6-11-14,0,0
3903,2021,6,12,14,0.167422,0.193367,0.154749,0.18318,0.0,2021-6-12-14,0,0
3927,2021,6,13,14,0.088592,0.118494,0.128595,0.174437,0.0,2021-6-13-14,0,0
3951,2021,6,14,14,0.078594,0.088809,0.105755,0.167294,0.0,2021-6-14-14,0,0
3975,2021,6,15,14,0.09667,0.115737,0.094396,0.161707,0.0,2021-6-15-14,0,0
3999,2021,6,16,14,0.083671,0.086772,0.082225,0.153459,0.0,2021-6-16-14,0,1
4023,2021,6,17,14,0.083353,0.09675,0.079035,0.152567,0.0,2021-6-17-14,0,2
4047,2021,6,18,14,0.074086,0.082216,0.072321,0.14879,0.0,2021-6-18-14,0,2
4071,2021,6,19,14,0.073929,0.083971,0.068481,0.146936,0.0,2021-6-19-14,1,0
4095,2021,6,20,14,0.222707,0.289538,0.078723,0.148807,0.0,2021-6-20-14,0,0
4119,2021,6,21,14,0.096631,0.126369,0.072344,0.143049,0.0,2021-6-21-14,1,0
4143,2021,6,22,14,0.0727,0.098472,0.067116,0.139369,0.0,2021-6-22-14,0,0
4167,2021,6,23,14,0.125445,0.102768,0.067772,0.143855,0.0,2021-6-23-14,0,0
4191,2021,6,24,14,0.08941,0.111868,0.064662,0.134951,0.0,2021-6-24-14,0,0
4215,2021,6,25,14,0.09023,0.111633,0.061864,0.131322,0.0,2021-6-25-14,0,0
4239,2021,6,26,14,0.085262,0.10343,0.05961,0.127983,0.0,2021-6-26-14,0,1
4263,2021,6,27,14,0.077515,0.099038,0.057441,0.125573,0.0,2021-6-27-14,0,1
4310,2021,6,29,14,0.058511,0.087261,0.05003,0.117125,0.0,2021-6-29-14,0,0
4334,2021,6,30,14,0.049002,0.060016,0.045127,0.113719,0.0,2021-6-30-14,0,0
4358,2021,7,1,14,0.055847,0.065714,0.042855,0.111039,0.0,2021-7-1-14,0,0
4382,2021,7,2,14,0.081616,0.13606,0.047209,0.109888,0.0,2021-7-2-14,0,0
4406,2021,7,3,14,0.059443,0.086764,0.044983,0.105931,0.0,2021-7-3-14,0,0
4430,2021,7,4,14,0.051854,0.062056,0.04114,0.10295,0.0,2021-7-4-14,0,0
4454,2021,7,5,14,0.064801,0.066706,0.040376,0.102127,0.0,2021-7-5-14,0,0
4478,2021,7,6,14,0.052714,0.064071,0.037639,0.098331,0.0,2021-7-6-14,0,0
4502,2021,7,7,14,0.595848,0.138417,0.042497,0.101315,0.0253999999999997,2021-7-7-14,0,0
4526,2021,7,8,14,0.052161,0.076597,0.036449,0.094544,0.0,2021-7-8-14,12,35
4550,2021,7,9,14,0.056929,0.069575,0.036346,0.093947,0.0,2021-7-9-14,13,39
4574,2021,7,10,14,0.068419,0.075044,0.036478,0.093388,0.0,2021-7-10-14,27,61
4598,2021,7,11,14,0.056523,0.065423,0.034989,0.091589,0.0,2021-7-11-14,47,173
4622,2021,7,12,14,0.066991,0.071928,0.034712,0.090821,0.0,2021-7-12-14,40,176
4646,2021,7,13,14,0.056709,0.065292,0.034092,0.08934,0.0,2021-7-13-14,11,41
4670,2021,7,14,14,0.061964,0.07767,0.034757,0.088073,0.0,2021-7-14-14,24,80
4694,2021,7,15,14,0.076832,0.085467,0.036025,0.087768,0.0,2021-7-15-14,36,157
4718,2021,7,16,14,0.071923,0.081605,0.036388,0.085995,0.0,2021-7-16-14,54,235
4742,2021,7,17,14,0.077054,0.083802,0.038091,0.085605,0.0,2021-7-17-14,42,141
4766,2021,7,18,14,0.075788,0.087171,0.039225,0.084829,0.0,2021-7-18-14,32,170
4790,2021,7,19,14,0.096846,0.100406,0.042164,0.088338,0.0,2021-7-19-14,24,63
4814,2021,7,20,14,0.083643,0.103196,0.04507,0.085372,0.0,2021-7-20-14,0,14
4838,2021,7,21,14,0.103237,0.167052,0.051788,0.086055,0.0,2021-7-21-14,17,73
4854,2021,7,23,14,0.057859,0.078895,0.049127,0.080364,0.0,2021-7-23-14,48,255
4878,2021,7,24,14,0.061577,0.075725,0.048095,0.080026,0.0,2021-7-24-14,65,290
4902,2021,7,25,14,0.065083,0.076801,0.047412,0.080255,0.0,2021-7-25-14,50,330
4926,2021,7,26,14,0.058703,0.068986,0.045296,0.079334,0.0,2021-7-26-14,116,410
4950,2021,7,27,14,0.063087,0.076089,0.045654,0.079303,0.0,2021-7-27-14,13,187
4974,2021,7,28,14,0.071596,0.085074,0.046666,0.079308,0.0,2021-7-28-14,25,153
4998,2021,7,29,14,0.073293,0.093587,0.047492,0.07794,0.0,2021-7-29-14,8,52
5022,2021,7,30,14,0.063874,0.079756,0.046555,0.076853,0.0,2021-7-30-14,95,328
5046,2021,7,31,14,0.0557,0.068393,0.043756,0.075297,0.0,2021-7-31-14,167,622
