,year,month,day,hour,1hrfm,10hrfm,100hrfm,1000hrfm,precip,time,modis,viirs
1122,2021,9,16,14,0.06279,0.075661,0.058302,0.038019,0.0,2021-9-16-14,1,3
1169,2021,9,18,14,0.072313,0.073506,0.062036,0.044869,0.0,2021-9-18-14,22,117
1193,2021,9,19,14,0.211819,0.190875,0.075807,0.047359,0.0,2021-9-19-14,6,0
1217,2021,9,20,14,0.19245,0.221382,0.100658,0.049564,0.0,2021-9-20-14,0,0
1241,2021,9,21,14,0.134561,0.160092,0.094878,0.044679,0.0,2021-9-21-14,0,0
1265,2021,9,22,14,0.107455,0.117852,0.086329,0.045098,0.0,2021-9-22-14,0,1
1307,2021,9,24,14,0.099026,0.11143,0.084032,0.04597,0.0,2021-9-24-14,0,1
1331,2021,9,25,14,0.096246,0.107913,0.079971,0.046672,0.0,2021-9-25-14,3,24
1355,2021,9,26,14,0.087581,0.093667,0.075155,0.046647,0.0,2021-9-26-14,9,33
1379,2021,9,27,14,0.076491,0.087302,0.069564,0.045128,0.0,2021-9-27-14,8,58
1403,2021,9,28,14,0.146655,0.128972,0.079322,0.052051,0.0,2021-9-28-14,8,14
1427,2021,9,29,14,0.113882,0.115529,0.075795,0.04861,0.0,2021-9-29-14,0,1
1451,2021,9,30,14,0.095353,0.099935,0.069695,0.050617,0.0,2021-9-30-14,3,7
1475,2021,10,1,14,0.099696,0.101912,0.072617,0.047541,0.0,2021-10-1-14,0,9
1499,2021,10,2,14,0.112249,0.112391,0.071975,0.04752,0.0,2021-10-2-14,0,6
1523,2021,10,3,14,0.081316,0.093364,0.067696,0.045814,0.0,2021-10-3-14,2,17
1547,2021,10,4,14,0.078194,0.088502,0.067041,0.04765,0.0,2021-10-4-14,10,32
1571,2021,10,5,14,0.068548,0.076391,0.062063,0.045388,0.0,2021-10-5-14,33,63
1594,2021,10,6,14,0.083177,0.077983,0.061584,0.046729,0.0,2021-10-6-14,9,58
1618,2021,10,7,14,0.125975,0.112964,0.070007,0.051675,0.0,2021-10-7-14,3,12
1642,2021,10,8,14,0.138178,0.124503,0.074725,0.052491,0.0,2021-10-8-14,0,1
1666,2021,10,9,14,0.095077,0.10802,0.06485,0.043598,0.0,2021-10-9-14,2,2
1690,2021,10,10,14,0.099453,0.09834,0.066773,0.045446,0.0,2021-10-10-14,0,0
1714,2021,10,11,14,0.14696,0.119969,0.072037,0.049662,0.0,2021-10-11-14,0,0
1738,2021,10,12,14,0.167587,0.134503,0.068356,0.04471,0.0,2021-10-12-14,0,16
1762,2021,10,13,14,0.133612,0.111555,0.073907,0.051022,0.0,2021-10-13-14,0,1
1786,2021,10,14,14,0.148194,0.136447,0.082765,0.054934,0.0,2021-10-14-14,0,0
1810,2021,10,15,14,0.115381,0.121653,0.084574,0.055316,0.0,2021-10-15-14,0,0
1834,2021,10,16,14,0.089979,0.09851,0.073438,0.048265,0.0,2021-10-16-14,0,1
1858,2021,10,17,14,0.083884,0.089147,0.069416,0.047581,0.0,2021-10-17-14,0,1
1882,2021,10,18,14,0.09674,0.090867,0.068464,0.048155,0.0,2021-10-18-14,0,1
1906,2021,10,19,14,0.093499,0.087208,0.067751,0.049041,0.0,2021-10-19-14,1,9
1930,2021,10,20,14,0.117263,0.111496,0.074735,0.054853,0.0,2021-10-20-14,0,0
1954,2021,10,21,14,0.139236,0.152583,0.078306,0.053194,0.0,2021-10-21-14,7,8
1978,2021,10,22,14,0.152409,0.146283,0.082318,0.05546,0.0,2021-10-22-14,0,0
2002,2021,10,23,14,0.179908,0.216855,0.129425,0.06264,0.0,2021-10-23-14,0,0
2026,2021,10,24,14,0.176284,0.170071,0.124989,0.063842,0.0,2021-10-24-14,0,0
2050,2021,10,25,14,0.292967,0.363257,0.177168,0.070478,0.0,2021-10-25-14,0,0
2074,2021,10,26,14,0.184191,0.208843,0.15952,0.070779,0.0,2021-10-26-14,0,2
2098,2021,10,27,14,0.142067,0.215449,0.142895,0.062448,0.0,2021-10-27-14,0,0
2122,2021,10,28,14,0.234954,0.229744,0.159028,0.074585,0.0,2021-10-28-14,0,0
2146,2021,10,29,14,0.122332,0.169763,0.146937,0.06879,0.0,2021-10-29-14,0,0
2170,2021,10,30,14,0.136398,0.157597,0.133183,0.065405,0.0,2021-10-30-14,0,1
2194,2021,10,31,14,0.10994,0.115314,0.122682,0.062338,0.0,2021-10-31-14,0,0
2218,2021,11,1,14,0.120724,0.108003,0.119063,0.062645,0.0,2021-11-1-14,2,4
2242,2021,11,2,14,0.181407,0.144101,0.131077,0.075288,0.0,2021-11-2-14,0,0
2266,2021,11,3,14,0.186573,0.159529,0.13019,0.075666,0.0,2021-11-3-14,4,0
2290,2021,11,4,14,0.340532,0.255824,0.143727,0.079833,0.0,2021-11-4-14,0,0
2314,2021,11,5,14,0.141525,0.181172,0.133624,0.074459,0.0,2021-11-5-14,1,5
2338,2021,11,6,14,0.205103,0.204346,0.137323,0.080521,0.0,2021-11-6-14,0,0
2363,2021,11,7,14,0.115886,0.153505,0.123412,0.067123,0.0,2021-11-7-14,0,0
2387,2021,11,8,14,0.109679,0.122623,0.118576,0.06744,0.0,2021-11-8-14,6,11
2411,2021,11,9,14,0.157932,0.130411,0.129651,0.081911,0.0,2021-11-9-14,0,0
2435,2021,11,10,14,0.143711,0.146982,0.131602,0.082589,0.0,2021-11-10-14,2,9
2459,2021,11,11,14,0.239198,0.177933,0.138958,0.084377,0.0,2021-11-11-14,0,0
2483,2021,11,12,14,0.348228,0.310019,0.151618,0.085183,0.0,2021-11-12-14,0,0
2507,2021,11,13,14,0.131909,0.199426,0.163763,0.086984,0.0,2021-11-13-14,0,2
2531,2021,11,14,14,0.214634,0.278516,0.182182,0.09179,0.0,2021-11-14-14,0,0
2555,2021,11,15,14,0.086159,0.11642,0.144127,0.086153,0.0,2021-11-15-14,0,0
2579,2021,11,16,14,0.117688,0.146686,0.135272,0.078276,0.0,2021-11-16-14,0,3
2603,2021,11,17,14,0.227635,0.162726,0.126527,0.078267,0.0,2021-11-17-14,11,13
2627,2021,11,18,14,0.151121,0.131034,0.130696,0.092659,0.0,2021-11-18-14,0,0
2651,2021,11,19,14,0.596735,0.396286,0.17071,0.110017,0.1524000000000001,2021-11-19-14,0,0
2675,2021,11,20,14,0.163456,0.190627,0.152488,0.095252,0.0,2021-11-20-14,0,10
2699,2021,11,21,14,0.163034,0.146286,0.140332,0.091356,0.0,2021-11-21-14,0,0
2723,2021,11,22,14,0.151847,0.131817,0.13203,0.087699,0.0,2021-11-22-14,10,21
2747,2021,11,23,14,0.199112,0.148403,0.139267,0.097014,0.0,2021-11-23-14,0,1
2771,2021,11,24,14,0.23817,0.179318,0.12939,0.088117,0.0,2021-11-24-14,1,4
2795,2021,11,25,14,0.130997,0.131892,0.127336,0.090669,0.0,2021-11-25-14,0,0
2819,2021,11,26,14,0.126422,0.127629,0.126629,0.093009,0.0,2021-11-26-14,0,0
2843,2021,11,27,14,0.154869,0.162783,0.129668,0.094745,0.0,2021-11-27-14,0,0
2867,2021,11,28,14,0.140214,0.176551,0.130726,0.092879,0.0,2021-11-28-14,0,0
2891,2021,11,29,14,0.179488,0.192805,0.140071,0.099144,0.0,2021-11-29-14,0,0
2915,2021,11,30,14,0.593638,0.295975,0.15379,0.104541,0.0508000000000009,2021-11-30-14,0,0
2939,2021,12,1,14,0.110787,0.153184,0.135284,0.096136,0.0,2021-12-1-14,0,0
2963,2021,12,2,14,0.099816,0.140315,0.127888,0.093405,0.0,2021-12-2-14,0,0
2987,2021,12,3,14,0.142583,0.136403,0.126814,0.096385,0.0,2021-12-3-14,0,0
3011,2021,12,4,14,0.598378,0.325897,0.159139,0.115977,0.2539999999999992,2021-12-4-14,0,0
3035,2021,12,5,14,0.307993,0.259216,0.160003,0.088879,0.0,2021-12-5-14,0,0
3059,2021,12,6,14,0.20467,0.160946,0.150555,0.105942,0.0,2021-12-6-14,0,0
3083,2021,12,7,14,0.560666,0.289286,0.164783,0.112782,0.2793999999999982,2021-12-7-14,0,0
3107,2021,12,8,14,0.212524,0.231777,0.158308,0.103501,0.0,2021-12-8-14,0,0
3131,2021,12,9,14,0.23948,0.162993,0.141198,0.098495,0.0,2021-12-9-14,0,0
3155,2021,12,10,14,0.586798,0.326706,0.155159,0.112833,0.0762,2021-12-10-14,2,2
3179,2021,12,11,14,0.332107,0.22451,0.14545,0.108482,0.0,2021-12-11-14,0,0
3203,2021,12,12,14,0.579493,0.407409,0.168284,0.114173,0.0507999999999981,2021-12-12-14,0,0
3227,2021,12,13,14,0.245133,0.217207,0.165954,0.111194,0.0,2021-12-13-14,0,0
3251,2021,12,14,14,0.253831,0.214069,0.168683,0.112067,0.0,2021-12-14-14,0,0
3275,2021,12,15,14,0.594006,0.294418,0.157978,0.111641,0.025399999999999,2021-12-15-14,0,0
3299,2021,12,16,14,0.187305,0.158141,0.141024,0.109948,0.0,2021-12-16-14,0,0
3323,2021,12,17,14,0.290476,0.152305,0.133511,0.109015,0.0,2021-12-17-14,0,0
3347,2021,12,18,14,0.173747,0.123187,0.136567,0.107924,0.0,2021-12-18-14,0,0
3371,2021,12,19,14,0.576867,0.294557,0.148126,0.113995,0.0507999999999981,2021-12-19-14,0,0
3395,2021,12,20,14,0.217293,0.204352,0.153119,0.111771,0.0,2021-12-20-14,0,0
3419,2021,12,21,14,0.588947,0.297793,0.163778,0.116778,0.0508000000000009,2021-12-21-14,0,0
3443,2021,12,22,14,0.595027,0.401898,0.180404,0.123921,0.2031999999999982,2021-12-22-14,0,0
3467,2021,12,23,14,0.599786,0.463093,0.200493,0.126484,0.0762,2021-12-23-14,0,0
3491,2021,12,24,14,0.59748,0.295789,0.183464,0.123671,0.025399999999999,2021-12-24-14,0,0
3515,2021,12,25,14,0.597225,0.288837,0.172358,0.123698,0.0254000000000019,2021-12-25-14,0,0
3539,2021,12,26,14,0.204394,0.170853,0.156136,0.117533,0.0,2021-12-26-14,0,0
3563,2021,12,27,14,0.191364,0.133673,0.151683,0.115137,0.0,2021-12-27-14,0,0
3587,2021,12,28,14,0.180022,0.119649,0.132465,0.116205,0.0,2021-12-28-14,0,0
3611,2021,12,29,14,0.169828,0.110052,0.125109,0.101107,0.0,2021-12-29-14,0,0
3635,2021,12,30,14,0.177814,0.117146,0.131978,0.116085,0.0,2021-12-30-14,0,0
3659,2021,12,31,14,0.164576,0.108976,0.119768,0.100584,0.0,2021-12-31-14,0,0
