Lat,Lon,Date
46.477,-114.4549,2021-07-26
46.3566,-114.7059,2021-07-26
46.5048,-114.5173,2021-07-26
46.3074,-114.724,2021-07-26
46.484,-114.4706,2021-07-26
46.4821,-114.4833,2021-07-26
46.4876,-115.0693,2021-07-26
46.5035,-114.4632,2021-07-26
46.4856,-115.0824,2021-07-26
46.4802,-114.4961,2021-07-26
46.4928,-114.4733,2021-07-26
46.4752,-114.4677,2021-07-26
46.4482,-114.5262,2021-07-26
46.4809,-114.45,2021-07-26
46.4827,-114.4634,2021-07-26
46.6657,-114.5937,2021-07-26
47.1859,-113.8658,2021-07-26
46.4917,-114.4612,2021-07-26
46.6309,-114.6789,2021-07-26
46.4646,-114.4679,2021-07-26
46.4352,-114.5237,2021-07-26
46.4208,-114.4862,2021-07-26
46.5308,-115.0472,2021-07-26
46.3597,-114.7152,2021-07-26
46.5006,-114.5278,2021-07-26
46.4646,-114.5377,2021-07-26
46.5006,-114.4582,2021-07-26
46.6585,-114.6094,2021-07-26
46.4226,-114.4996,2021-07-26
46.4899,-114.4479,2021-07-26
46.4935,-114.4743,2021-07-26
46.6475,-114.6686,2021-07-26
46.6568,-114.5964,2021-07-26
46.4448,-114.5288,2021-07-26
46.6675,-114.6069,2021-07-26
46.4845,-114.4769,2021-07-26
45.8483,-114.9594,2021-07-26
45.8465,-114.9463,2021-07-26
46.4847,-114.4625,2021-07-26
46.6425,-114.6658,2021-07-26
46.4994,-114.5351,2021-07-26
46.4193,-114.4953,2021-07-26
46.3465,-114.714,2021-07-26
46.6463,-114.6849,2021-07-26
46.4952,-114.4585,2021-07-26
46.656,-114.596,2021-07-26
46.6525,-114.6043,2021-07-26
46.6321,-114.6697,2021-07-26
46.6358,-114.688,2021-07-26
46.6424,-114.67,2021-07-26
46.4293,-114.5157,2021-07-26
46.3616,-114.7622,2021-07-26
46.4277,-114.5294,2021-07-26
46.4249,-114.4712,2021-07-26
46.6509,-114.5991,2021-07-26
46.4985,-114.4676,2021-07-26
46.4892,-114.4643,2021-07-26
46.5013,-114.5257,2021-07-26
46.437,-114.5321,2021-07-26
46.6297,-114.6955,2021-07-26
46.4995,-114.5407,2021-07-26
46.6458,-114.6927,2021-07-26
46.6491,-114.614,2021-07-26
46.4123,-114.4971,2021-07-26
46.6559,-114.6076,2021-07-26
46.6406,-114.6844,2021-07-26
46.6314,-114.6816,2021-07-26
46.4325,-114.4884,2021-07-26
46.4341,-114.4748,2021-07-26
46.4386,-114.5185,2021-07-26
46.4634,-114.5524,2021-07-26
46.4903,-114.5374,2021-07-26
46.6652,-114.61,2021-07-26
46.4462,-114.535,2021-07-26
46.42,-114.513,2021-07-26
46.4216,-114.4996,2021-07-26
46.4232,-114.4858,2021-07-26
46.6475,-114.6783,2021-07-26
46.4961,-114.443,2021-07-27
46.4965,-114.4382,2021-07-27
46.655,-114.6013,2021-07-27
46.4879,-114.4683,2021-07-27
46.4989,-114.535,2021-07-27
46.4914,-114.4361,2021-07-27
46.6597,-114.5953,2021-07-27
46.4182,-114.5041,2021-07-27
46.4858,-114.4423,2021-07-27
46.4281,-114.4748,2021-07-27
46.4813,-114.4615,2021-07-27
46.4933,-114.4608,2021-07-27
46.4118,-114.4912,2021-07-27
46.4132,-114.5106,2021-07-28
46.497,-114.4536,2021-07-28
46.4158,-114.4954,2021-07-28
46.6602,-114.5902,2021-07-28
46.4224,-114.5145,2021-07-28
